title,genre,director,year,duration,gross,budget,cast_facebook_likes,votes,reviews,rating
Joe Dirt,Adventure,Dennie Gordon,2001,91,27087695,17700000,2543,41664,283,5.9
Saving Silverman,Comedy,Dennis Dugan,2001,96,19351569,22000000,664,33287,298,5.9
Shallow Hal,Comedy,Bobby Farrelly,2001,114,70836296,40000000,2842,109445,535,5.9
Jimmy Neutron: Boy Genius,Action,John A. Davis,2001,82,80920948,30000000,2251,23943,184,6
American Outlaws,Action,Les Mayfield,2001,94,13264986,35000000,1668,12077,206,6
Never Again,Comedy,Eric Schaeffer,2001,98,295468,500000,24382,709,59,6
Antitrust,Action,Peter Howitt,2001,109,10965209,30000000,1297,25558,344,6.1
15 Minutes,Action,John Herzfeld,2001,120,24375436,42000000,33585,42547,416,6.1
Pearl Harbor,Action,Michael Bay,2001,184,198539855,140000000,5401,254111,2190,6.1
The Mexican,Adventure,Gore Verbinski,2001,123,66808615,34000000,43917,87351,469,6.1
Down and Out with the Dolls,Comedy,Kurt Voss,2001,88,58936,1200000,318,91,16,6.1
Two Can Play That Game,Comedy,Mark Brown,2001,90,22235901,6000000,2815,4339,71,6.1
Someone Like You...,Comedy,Tony Goldwyn,2001,97,27338033,23000000,20798,19709,259,6.1
Save the Last Dance,Drama,Thomas Carter,2001,112,91038276,13000000,1307,47876,421,6.1
The Tailor of Panama,Drama,John Boorman,2001,109,13491653,18000000,14995,23728,317,6.1
Osmosis Jones,Action,Bobby Farrelly,2001,95,13596911,70000000,3734,25572,204,6.2
How High,Comedy,Jesse Dylan,2001,93,31155435,12000000,6105,42644,136,6.2
Legally Blonde,Comedy,Robert Luketic,2001,96,95001351,18000000,4380,131801,711,6.2
Heartbreakers,Comedy,David Mirkin,2001,123,40334024,35000000,2912,44168,332,6.2
The Princess Diaries,Comedy,Garry Marshall,2001,111,108244774,37000000,13645,94049,409,6.2
O,Drama,Tim Blake Nelson,2001,95,16017403,5000000,3300,17333,245,6.2
Impostor,Drama,Gary Fleder,2001,102,6114237,40000000,2664,19986,290,6.2
Rock Star,Drama,Stephen Herek,2001,105,16991902,57000000,1265,34592,298,6.2
The Mummy Returns,Action,Stephen Sommers,2001,130,202007640,98000000,15972,248045,1092,6.3
The Brothers,Comedy,Gary Hardwick,2001,106,27457409,6000000,6419,3198,95,6.3
Out Cold,Comedy,Brendan Malloy,2001,89,13903262,11000000,4291,14656,127,6.3
Don't Say a Word,Crime,Gary Fleder,2001,113,54997476,50000000,3341,40362,361,6.3
Along Came a Spider,Crime,Lee Tamahori,2001,104,74058698,60000000,17109,59232,450,6.3
Hardball,Drama,Brian Robbins,2001,106,40219708,21000000,18630,22649,216,6.3
Behind Enemy Lines,Action,John Moore,2001,106,59068786,40000000,2544,86902,542,6.4
Final Fantasy: The Spirits Within,Action,Hironobu Sakaguchi,2001,106,32131830,137000000,15015,72259,954,6.4
Riding in Cars with Boys,Biography,Penny Marshall,2001,132,29781453,48000000,4796,22447,299,6.4
Made,Comedy,Jon Favreau,2001,95,5308707,5000000,5245,15053,246,6.4
American Pie 2,Comedy,J.B. Rogers,2001,108,145096820,30000000,7872,200260,573,6.4
Kate & Leopold,Comedy,James Mangold,2001,123,47095453,48000000,22209,64595,441,6.4
Baby Boy,Crime,John Singleton,2001,130,28734552,16000000,3107,9566,122,6.4
Swordfish,Action,Dominic Sena,2001,99,69772969,80000000,25942,155532,709,6.5
The Other Side of Heaven,Adventure,Mitch Davis,2001,113,4720371,7000000,11116,3203,112,6.5
Recess: School's Out,Animation,Chuck Sheetz,2001,82,36696761,23000000,2197,6808,82,6.5
Crazy/Beautiful,Drama,John Stockwell,2001,135,16929123,14000000,6214,21406,253,6.5
Session 9,Horror,Brad Anderson,2001,100,373967,1500000,469,43839,608,6.5
Rush Hour 2,Action,Brett Ratner,2001,90,226138454,90000000,664,160440,521,6.6
Bandits,Comedy,Barry Levinson,2001,123,41523271,80000000,13934,57038,393,6.6
Joy Ride,Mystery,John Dahl,2001,97,21973182,23000000,23242,53415,479,6.6
The Fast and the Furious,Action,Rob Cohen,2001,106,144512310,38000000,45327,272223,1175,6.7
The Fast and the Furious,Action,Rob Cohen,2001,106,144512310,38000000,45327,272227,1175,6.7
American Desi,Comedy,Piyush Dinker Pandya,2001,100,902835,250000,454,1489,49,6.7
Kissing Jessica Stein,Comedy,Charles Herman-Wurmfeld,2001,97,7022940,1000000,1173,14018,300,6.7
Sweet November,Drama,Pat O'Connor,2001,119,25178165,40000000,29484,70292,368,6.7
Atlantis: The Lost Empire,Action,Gary Trousdale,2001,95,84037039,120000000,15237,72591,435,6.8
Ali,Biography,Michael Mann,2001,165,58183966,107000000,14196,79186,560,6.8
The Curse of the Jade Scorpion,Comedy,Woody Allen,2001,103,7496522,26000000,12534,31798,294,6.8
The Pledge,Crime,Sean Penn,2001,124,19719930,45000000,793,42621,681,6.8
The Score,Crime,Frank Oz,2001,124,71069884,68000000,32871,101899,586,6.8
The Shipping News,Drama,Lasse Hallstrom,2001,111,11405825,35000000,19805,28542,327,6.8
From Hell,Horror,Albert Hughes,2001,122,31598308,35000000,41636,124765,749,6.8
The Last Castle,Action,Rod Lurie,2001,131,18208078,60000000,3012,57100,391,6.9
A Knight's Tale,Action,Brian Helgeland,2001,144,56083966,65000000,18761,137003,825,6.9
Lovely & Amazing,Comedy,Nicole Holofcener,2001,91,4186931,250000,1330,6041,156,6.9
Jay and Silent Bob Strike Back,Comedy,Kevin Smith,2001,104,30059386,22000000,11632,128593,1048,6.9
Serendipity,Comedy,Peter Chelsom,2001,82,49968653,28000000,37,85423,496,6.9
Hearts in Atlantis,Drama,Scott Hicks,2001,101,24185781,31000000,13811,30339,403,6.9
The Majestic,Drama,Frank Darabont,2001,152,27796042,72000000,4310,45031,504,6.9
Vanilla Sky,Fantasy,Cameron Crowe,2001,141,100614858,68000000,11458,206776,1401,6.9
The Lost Skeleton of Cadavra,Comedy,Larry Blamire,2001,90,110536,40000,284,4117,206,7
A.I. Artificial Intelligence,Adventure,Steven Spielberg,2001,146,78616689,100000000,6217,238747,2434,7.1
Super Troopers,Comedy,Jay Chandrasekhar,2001,100,18488314,1200000,2893,76151,433,7.1
Monster's Ball,Drama,Marc Forster,2001,112,31252964,4000000,13707,71495,675,7.1
Thirteen Conversations About One Thing,Drama,Jill Sprecher,2001,104,3287435,4500000,12250,8603,194,7.1
L.I.E.,Crime,Michael Cuesta,2001,97,1141829,700000,209,8509,173,7.2
Brigham City,Crime,Richard Dutcher,2001,119,798341,1000000,1107,983,75,7.2
The Believer,Drama,Henry Bean,2001,98,406035,1500000,33441,30314,243,7.2
Frailty,Crime,Bill Paxton,2001,100,13103828,11000000,12237,59982,624,7.3
Ghost World,Comedy,Terry Zwigoff,2001,111,6200756,7000000,34106,96129,610,7.4
K-PAX,Drama,Iain Softley,2001,120,50173190,48000000,33615,148490,677,7.4
In the Bedroom,Crime,Todd Field,2001,138,35918429,1700000,3970,32415,689,7.5
Life as a House,Drama,Irwin Winkler,2001,125,15561627,18000000,21622,39105,458,7.5
Blow,Biography,Ted Demme,2001,124,52937130,30000000,43453,198066,573,7.6
The Royal Tenenbaums,Comedy,Wes Anderson,2001,110,52353636,21000000,14609,209133,1182,7.6
I Am Sam,Drama,Jessie Nelson,2001,132,40270895,22000000,3152,121937,560,7.6
Moulin Rouge!,Drama,Baz Luhrmann,2001,127,57386369,52500000,2601,224013,2528,7.6
Enemy at the Gates,Drama,Jean-Jacques Annaud,2001,131,51396781,68000000,5103,188887,849,7.6
Training Day,Crime,Antoine Fuqua,2001,122,76261036,45000000,22370,305929,742,7.7
Black Hawk Down,Drama,Ridley Scott,2001,152,108638745,92000000,4270,292022,1303,7.7
Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,3029081,6000000,993,26300,339,7.8
Ocean's Eleven,Crime,Steven Soderbergh,2001,116,183405771,85000000,13028,402645,1031,7.8
Shrek,Adventure,Andrew Adamson,2001,90,267652016,60000000,275,467113,1157,7.9
"Monsters, Inc.",Adventure,Pete Docter,2001,92,289907418,115000000,15013,585659,843,8.1
Donnie Darko,Drama,Richard Kelly,2001,133,727883,4500000,17040,580999,2393,8.1
A Beautiful Mind,Biography,Ron Howard,2001,135,170708996,58000000,2827,610568,1376,8.2
Rollerball,Action,John McTiernan,2002,98,18990542,70000000,2763,22264,440,3
Crossroads,Comedy,Tamra Davis,2002,93,37188667,12000000,1531,34219,689,3.3
The Master of Disguise,Comedy,Perry Andelin Blake,2002,80,40363530,16000000,3058,18254,363,3.3
Ballistic: Ecks vs. Sever,Action,Wych Kaosayananda,2002,91,14294842,70000000,1846,16761,369,3.6
The Adventures of Pluto Nash,Action,Ron Underwood,2002,95,4411102,100000000,6161,20295,230,3.8
The Country Bears,Comedy,Peter Hastings,2002,88,16988996,35000000,8189,3875,118,4
Halloween: Resurrection,Comedy,Rick Rosenthal,2002,94,30259652,15000000,5440,26905,765,4.1
Juwanna Mann,Comedy,Jesse Vaughan,2002,91,13571817,15600000,3104,5312,72,4.5
Full Frontal,Comedy,Steven Soderbergh,2002,101,2506446,2000000,11327,8662,280,4.7
They,Horror,Robert Harmon,2002,89,12693621,17000000,4060,10885,352,4.8
Scooby-Doo,Adventure,Raja Gosnell,2002,86,153288182,84000000,6355,71424,659,4.9
Boat Trip,Comedy,Mort Nathan,2002,97,8586376,20000000,3161,26598,195,4.9
Abandon,Drama,Stephen Gaghan,2002,99,10719367,25000000,28987,7909,229,4.9
Swimfan,Drama,John Polson,2002,85,28563926,8500000,3819,16300,303,5
Spy Kids 2: Island of Lost Dreams,Action,Robert Rodriguez,2002,100,85570368,38000000,18291,44885,210,5.1
Stealing Harvard,Comedy,Bruce McCulloch,2002,85,13973532,25000000,3065,11211,144,5.1
Like Mike,Comedy,John Schultz,2002,99,51432423,30000000,3679,15074,111,5.1
The Sweetest Thing,Comedy,Roger Kumble,2002,90,24430272,43000000,132,46158,502,5.1
Maid in Manhattan,Comedy,Wayne Wang,2002,105,93815117,55000000,7184,68417,356,5.1
Clockstoppers,Action,Jonathan Frakes,2002,94,36985501,26000000,3917,11212,163,5.2
The Wild Thornberrys Movie,Adventure,Cathy Malkasian,2002,85,39880476,25000000,2908,12218,71,5.2
Queen of the Damned,Drama,Michael Rymer,2002,101,30307804,35000000,3001,43991,832,5.2
The Tuxedo,Action,Kevin Donovan,2002,98,50189179,60000000,2018,61966,288,5.3
Civil Brand,Crime,Neema Barnette,2002,91,243347,500000,2555,553,35,5.3
Eight Legged Freaks,Action,Ellory Elkayem,2002,99,17266505,30000000,22554,43764,472,5.4
I Spy,Action,Betty Thomas,2002,97,33105600,70000000,1576,41663,246,5.4
Big Fat Liar,Adventure,Shawn Levy,2002,88,47811275,15000000,3707,29008,168,5.4
Stuart Little 2,Adventure,Rob Minkoff,2002,77,64736114,120000000,2682,36471,140,5.4
Martin Lawrence Live: Runteldat,Biography,David Raynr,2002,113,19184015,3000000,159,1466,59,5.4
Sorority Boys,Comedy,Wallace Wolodarsky,2002,93,10198766,12000000,2393,12007,158,5.4
The Scorpion King,Action,Chuck Russell,2002,100,90341670,60000000,14611,102129,599,5.5
Collateral Damage,Action,Andrew Davis,2002,108,40048332,85000000,1460,61417,474,5.5
The Santa Clause 2,Comedy,Michael Lembeck,2002,104,139225854,60000000,5265,34561,196,5.5
People I Know,Crime,Daniel Algrant,2002,100,121972,22000000,15612,9868,123,5.5
Ghost Ship,Horror,Steve Beck,2002,91,30079316,35000000,1083,75920,630,5.5
Deuces Wild,Action,Scott Kalvert,2002,96,6044618,10000000,26961,6200,130,5.6
Bad Company,Action,Joel Schumacher,2002,116,30157016,70000000,12993,39659,317,5.6
The Banger Sisters,Comedy,Bob Dolman,2002,98,30306281,10000000,1917,12388,239,5.6
40 Days and 40 Nights,Comedy,Michael Lehmann,2002,96,37939782,17000000,3294,62272,347,5.6
Enough,Crime,Michael Apted,2002,115,39177215,38000000,3770,30667,332,5.6
Time Changer,Drama,Rich Christiano,2002,95,15278,825000,1185,1742,174,5.6
Blue Crush,Drama,John Stockwell,2002,104,40118420,30000000,1165,26066,285,5.6
All About the Benjamins,Action,Kevin Bray,2002,95,25482931,14000000,1421,9693,73,5.7
Drumline,Comedy,Charles Stone III,2002,118,56398162,20000000,2390,28649,249,5.7
Undercover Brother,Action,Malcolm D. Lee,2002,86,38230435,25000000,3001,29661,260,5.8
xXx,Action,Rob Cohen,2002,132,141204016,70000000,14790,142569,928,5.8
Return to Never Land,Adventure,Robin Budd,2002,72,48423368,20000000,3402,13324,159,5.8
Friday After Next,Comedy,Marcus Raboy,2002,85,32983713,20000000,3712,19284,92,5.8
Life or Something Like It,Comedy,Stephen Herek,2002,103,14448589,40000000,12566,19364,214,5.8
Mr. Deeds,Comedy,Steven Brill,2002,96,126203320,50000000,26826,110432,426,5.8
The Time Machine,Action,Simon Wells,2002,96,56684819,80000000,1919,103787,739,5.9
Hey Arnold! The Movie,Adventure,Tuck Tucker,2002,76,13684949,3000000,3752,4564,76,5.9
The New Guy,Comedy,Ed Decter,2002,92,28972187,13000000,12687,28805,208,5.9
Analyze That,Comedy,Harold Ramis,2002,96,32122249,60000000,22889,69319,243,5.9
Windtalkers,Action,John Woo,2002,153,40911830,115000000,15046,55994,606,6
City of Ghosts,Crime,Matt Dillon,2002,116,325491,17500000,245,4387,105,6
Divine Secrets of the Ya-Ya Sisterhood,Drama,Callie Khouri,2002,116,69586544,27000000,3845,15352,292,6
Undisputed,Action,Walter Hill,2002,94,12398628,20000000,2880,21542,152,6.1
Men in Black II,Action,Barry Sonnenfeld,2002,88,190418803,140000000,14823,270207,814,6.1
Sweet Home Alabama,Comedy,Andy Tennant,2002,108,127214072,38000000,4251,83786,489,6.1
Two Weeks Notice,Comedy,Marc Lawrence,2002,101,93307796,60000000,2636,85673,387,6.1
Murder by Numbers,Crime,Barbet Schroeder,2002,115,31874869,50000000,34605,43575,438,6.1
Murder by Numbers,Crime,Barbet Schroeder,2002,115,31874869,50000000,34606,43574,438,6.1
The Slaughter Rule,Drama,Alex Smith,2002,112,13134,500000,35294,2004,49,6.1
Dragonfly,Drama,Tom Shadyac,2002,104,30063805,60000000,2109,31788,360,6.1
Kung Pow: Enter the Fist,Action,Steve Oedekerk,2002,81,16033556,10000000,361,37901,581,6.2
Reign of Fire,Action,Rob Bowman,2002,101,43060566,60000000,53024,107859,707,6.2
Austin Powers in Goldmember,Action,Jay Roach,2002,94,213079163,63000000,2725,162909,989,6.2
City by the Sea,Crime,Michael Caton-Jones,2002,108,22433915,60000000,34377,21319,270,6.2
Barbershop,Comedy,Tim Story,2002,102,75074950,12000000,2754,22147,247,6.3
High Crimes,Crime,Carl Franklin,2002,115,41543207,42000000,15571,30077,289,6.3
Hart's War,Drama,Gregory Hoblit,2002,125,19076815,60000000,15916,43651,308,6.3
Blood Work,Action,Clint Eastwood,2002,110,26199517,50000000,18635,34356,406,6.4
Star Trek: Nemesis,Action,Stuart Baird,2002,116,43119879,60000000,31224,58450,1014,6.4
The Sum of All Fears,Action,Phil Alden Robinson,2002,124,118471320,68000000,12556,86504,744,6.4
Welcome to Collinwood,Comedy,Anthony Russo,2002,86,333976,12000000,1373,12559,162,6.4
Brown Sugar,Comedy,Rick Famuyiwa,2002,109,27362712,8000000,3199,5971,97,6.5
Big Trouble,Comedy,Barry Sonnenfeld,2002,74,7262288,40000000,13917,17307,273,6.5
Stolen Summer,Drama,Pete Jones,2002,91,119841,1500000,3901,2419,86,6.5
The Good Girl,Drama,Miguel Arteta,2002,93,14015786,5000000,27646,37952,405,6.5
The Mothman Prophecies,Drama,Mark Pellington,2002,119,35228696,32000000,1651,63677,626,6.5
Changing Lanes,Drama,Roger Michell,2002,91,66790248,45000000,758,57281,517,6.5
Jonah: A VeggieTales Movie,Adventure,Mike Nawrocki,2002,82,25571351,14000000,49,3135,116,6.6
Auto Focus,Biography,Paul Schrader,2002,105,2062066,7000000,2684,11387,244,6.6
Jackass: The Movie,Comedy,Jeff Tremaine,2002,87,64267897,5000000,1770,67992,433,6.6
My Big Fat Greek Wedding,Comedy,Joel Zwick,2002,95,241437427,5000000,1495,102071,924,6.6
Hollywood Ending,Comedy,Woody Allen,2002,112,4839383,16000000,12766,21613,257,6.6
Dark Blue,Crime,Ron Shelton,2002,118,9059588,15000000,1873,17261,196,6.6
Interview with the Assassin,Drama,Neil Burger,2002,88,47329,750000,243,1661,62,6.6
Blade II,Action,Guillermo del Toro,2002,117,81645152,54000000,15371,158267,783,6.7
Star Wars: Episode II - Attack of the Clones,Action,George Lucas,2002,142,310675583,115000000,42990,464310,3800,6.7
The Rules of Attraction,Comedy,Roger Avary,2002,110,6525762,4000000,19928,44339,568,6.7
May,Drama,Lucky McKee,2002,93,145540,500000,2489,26773,391,6.7
Blue Car,Drama,Karen Moncrieff,2002,88,464126,1000000,1641,3142,112,6.7
Tuck Everlasting,Drama,Jay Russell,2002,90,19158074,15000000,2661,17983,196,6.7
Moonlight Mile,Drama,Brad Silberling,2002,112,6830957,21000000,16692,11983,258,6.7
Unfaithful,Drama,Adrian Lyne,2002,124,52752475,50000000,2583,63067,685,6.7
Signs,Drama,M. Night Shyamalan,2002,106,227965690,72000000,1675,271592,2543,6.7
Panic Room,Crime,David Fincher,2002,112,95308367,48000000,18141,206104,1083,6.8
One Hour Photo,Drama,Mark Romanek,2002,96,31597131,12000000,52138,97938,812,6.8
Sunshine State,Drama,John Sayles,2002,141,3064356,5600000,2584,3433,149,6.9
The Emperor's Club,Drama,Michael Hoffman,2002,109,14060950,12500000,14347,14354,222,6.9
Spirit: Stallion of the Cimarron,Adventure,Kelly Asbury,2002,83,73215310,80000000,14261,44143,322,7
Real Women Have Curves,Comedy,Patricia Cardoso,2002,90,5844929,3000000,2510,6000,184,7
Igby Goes Down,Comedy,Burr Steers,2002,99,4681503,9000000,2478,29058,374,7
John Q,Crime,Nick Cassavetes,2002,116,71026631,36000000,20970,98899,523,7
Poolhall Junkies,Drama,Mars Callahan,2002,99,562059,4000000,3130,8535,154,7
The Rookie,Drama,John Lee Hancock,2002,127,75597042,20000000,6657,26434,266,7
8 Mile,Drama,Curtis Hanson,2002,110,116724075,41000000,1954,187181,683,7
We Were Soldiers,Action,Randall Wallace,2002,124,78120196,75000000,6181,103241,883,7.1
Treasure Planet,Adventure,Ron Clements,2002,95,38120554,140000000,26940,71527,344,7.1
Secretary,Comedy,Steven Shainberg,2002,104,4046737,4000000,2251,67949,553,7.1
The Dangerous Lives of Altar Boys,Comedy,Peter Care,2002,104,1779284,12000000,1292,12047,200,7.1
Phone Booth,Crime,Joel Schumacher,2002,81,46563158,13000000,2562,207934,845,7.1
Lilo & Stitch,Adventure,Dean DeBlois,2002,85,145771527,80000000,3112,117212,547,7.2
About Schmidt,Comedy,Alexander Payne,2002,125,65010106,30000000,1556,107557,829,7.2
Chicago,Comedy,Rob Marshall,2002,113,170684505,45000000,813,172080,1240,7.2
Better Luck Tomorrow,Crime,Justin Lin,2002,98,3799339,250000,139,8000,189,7.2
Narc,Crime,Joe Carnahan,2002,105,10460089,7500000,1442,34098,341,7.2
The Salton Sea,Crime,D.J. Caruso,2002,103,676698,18000000,4094,26730,259,7.2
White Oleander,Drama,Peter Kosminsky,2002,109,16346122,16000000,2572,25549,274,7.2
Insomnia,Drama,Christopher Nolan,2002,118,67263182,46000000,15658,218771,836,7.2
Spider-Man,Action,Sam Raimi,2002,121,403706375,139000000,40484,544665,2303,7.3
Antwone Fisher,Biography,Denzel Washington,2002,117,21078145,12500000,20456,26493,280,7.3
Punch-Drunk Love,Comedy,Paul Thomas Anderson,2002,95,17791031,25000000,11994,109855,1139,7.3
Frida,Biography,Julie Taymor,2002,123,25776062,12000000,7072,61651,399,7.4
A Walk to Remember,Drama,Adam Shankman,2002,101,41227069,11000000,2436,162701,1042,7.4
Far from Heaven,Drama,Todd Haynes,2002,107,15854988,13500000,2447,36542,559,7.4
Equilibrium,Action,Kurt Wimmer,2002,107,1190018,20000000,25088,261317,1283,7.5
Gangs of New York,Crime,Martin Scorsese,2002,216,77679638,100000000,47657,314033,1399,7.5
Ice Age,Adventure,Chris Wedge,2002,103,176387405,59000000,5437,328159,660,7.6
The Hours,Drama,Stephen Daldry,2002,114,41597830,25000000,12624,102123,834,7.6
Minority Report,Action,Steven Spielberg,2002,145,132014112,102000000,12546,399651,1583,7.7
Adaptation.,Comedy,Spike Jonze,2002,81,22245861,19000000,25489,143251,951,7.7
Road to Perdition,Crime,Sam Mendes,2002,117,104054514,80000000,16828,200359,1235,7.7
25th Hour,Drama,Spike Lee,2002,108,13060843,15000000,26050,149528,656,7.7
The Bourne Identity,Action,Doug Liman,2002,119,121468960,60000000,13249,407601,1098,7.9
Catch Me If You Can,Biography,Steven Spielberg,2002,141,164435221,52000000,48153,525801,861,8
The Lord of the Rings: The Two Towers,Action,Peter Jackson,2002,172,340478898,94000000,23052,1100446,2711,8.7
From Justin to Kelly,Comedy,Robert Iscove,2003,90,4922166,12000000,1445,23606,364,2.1
Gigli,Comedy,Martin Brest,2003,121,5660084,54000000,286,41620,549,2.4
The Real Cancun,Documentary,Rick de Oliveira,2003,96,3713002,8000000,972,3611,114,2.7
Marci X,Comedy,Richard Benjamin,2003,80,1646664,20000000,2467,4518,94,2.8
"The Book of Mormon Movie, Volume 1: The Journey",Adventure,Gary Rogers,2003,120,1098224,2000000,359,397,37,3.3
Dumb and Dumberer: When Harry Met Lloyd,Comedy,Troy Miller,2003,85,26096584,19000000,1653,30651,352,3.4
The Cat in the Hat,Adventure,Bo Welch,2003,82,100446895,109000000,2762,36033,565,3.8
